Domain,"Variable Description","Key Analysis Variable","Flags for Analysis","ANALYSIS DATASET(S) INCLUSION","CB STANDARIZED variable
[max 12 characters = study (C_) + domain (XX) + name (8 char)]","CB SOURCE variable","Type/ Length",Origin,"CB categorical values as they appear on Survey","CB calculation/format","CB timepoints (weeks)","CB SOURCE: Data table(s) (for raw variables only)","CB CRF # (for raw variables only) and Q#",Notes,"BACPAC Harmonization","Reference Documents (original ques/measurement text, code, etc)",References
Biospecimens,"Date Baseline/Follow-up Biospecimen Collection specimens shipped to COMEBACK REPOSITORY",,,,C_BSBCSHIPDT,"SP1SHIP, SP2SHIP",Date,Raw,NA,"Date Range: (3/1/2021 - 6/30/2025)","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q10, CRF #15b|Q4",,,,
Biospecimens,"CRF #15a/15b (Baseline/Follow-up Biospecimen Collection) Comments",,,,C_BSBCCMT,"SP1CMT, SP2CMT",Char,Raw,NA,NA,"0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q11, CRF #15b|Q5",,,,
Biospecimens,"CRF #15a/15b (Baseline/Follow-up Biospecimen Collection) scanned, emailed, archived",,,,C_BSBCSCAN,"SP1SCAN, SP2SCAN",Num/1,Raw,"1, Yes | 0, No","Format=YESNO     Possible Values=0,1 
0: No
1: Yes","0, 52, 104","tblSP1: CRF15a: Baseline Biospecimen Collection, tblSP2: CRF15b: Biospecimen Collection M12, M24","CRF #15a|Q12, CRF #15b|Q6","Form instructions: Scan this completed CRF #15a (Baseline Biospecimen Collection)  and archive in your site's box folder or email the PDF to the UCSF CC at comebackCRF15@ucsf.edu.",,,
"Pathophysiology/Imaging ","MARROW FAT:  mean, L1",,"For Missing data, see Flag Variable (C_IMMFAVGL1F) for Missing Reason",,C_IMMFAVGL1,bmff_mean_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] mean, L1",,,,C_IMMFAVGL1F,C_IMMFAVGL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  standard deviation, L1",,"For Missing data, see Flag Variable (C_IMMFSDL1F) for Missing Reason",,C_IMMFSDL1,bmff_sd_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] standard deviation, L1",,,,C_IMMFSDL1F,C_IMMFSDL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  median, L1",,"For Missing data, see Flag Variable (C_IMMFMEDL1F) for Missing Reason",,C_IMMFMEDL1,bmff_median_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] median, L1",,,,C_IMMFMEDL1F,C_IMMFMEDL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  IQR, L1",,"For Missing data, see Flag Variable (C_IMMFIQRL1F) for Missing Reason",,C_IMMFIQRL1,bmff_iqr_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] IQR, L1",,,,C_IMMFIQRL1F,C_IMMFIQRL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  minimum, L1",,"For Missing data, see Flag Variable (C_IMMFMINL1F) for Missing Reason",,C_IMMFMINL1,bmff_min_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] minimum, L1",,,,C_IMMFMINL1F,C_IMMFMINL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  maximum,  L1",,"For Missing data, see Flag Variable (C_IMMFMAXL1F) for Missing Reason",,C_IMMFMAXL1,bmff_max_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] maximum,  L1",,,,C_IMMFMAXL1F,C_IMMFMAXL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  skew, L1",,"For Missing data, see Flag Variable (C_IMMFSKWL1F) for Missing Reason",,C_IMMFSKWL1,bmff_skew_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] skew, L1",,,,C_IMMFSKWL1F,C_IMMFSKWL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  kurtosis, L1",,"For Missing data, see Flag Variable (C_IMMFKTSL1F) for Missing Reason",,C_IMMFKTSL1,bmff_kurtosis_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] kurtosis, L1",,,,C_IMMFKTSL1F,C_IMMFKTSL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  vertebral body - number slices segmented, L1",,"For Missing data, see Flag Variable (C_IMMFSEGL1F) for Missing Reason",,C_IMMFSEGL1,vb_nslicessegmented_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] vertebral body - number slices segmented, L1",,,,C_IMMFSEGL1F,C_IMMFSEGL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  number voxels, L1",,"For Missing data, see Flag Variable (C_IMMFVOXL1F) for Missing Reason",,C_IMMFVOXL1,vb_nvoxels_l1,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] number voxels, L1",,,,C_IMMFVOXL1F,C_IMMFVOXL1F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  mean, L2",,"For Missing data, see Flag Variable (C_IMMFAVGL2F) for Missing Reason",,C_IMMFAVGL2,bmff_mean_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] mean, L2",,,,C_IMMFAVGL2F,C_IMMFAVGL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  standard deviation, L2",,"For Missing data, see Flag Variable (C_IMMFSDL2F) for Missing Reason",,C_IMMFSDL2,bmff_sd_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] standard deviation, L2",,,,C_IMMFSDL2F,C_IMMFSDL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  median, L2",,"For Missing data, see Flag Variable (C_IMMFMEDL2F) for Missing Reason",,C_IMMFMEDL2,bmff_median_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] median, L2",,,,C_IMMFMEDL2F,C_IMMFMEDL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  IQR, L2",,"For Missing data, see Flag Variable (C_IMMFIQRL2F) for Missing Reason",,C_IMMFIQRL2,bmff_iqr_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] IQR, L2",,,,C_IMMFIQRL2F,C_IMMFIQRL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  minimum, L2",,"For Missing data, see Flag Variable (C_IMMFMINL2F) for Missing Reason",,C_IMMFMINL2,bmff_min_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] minimum, L2",,,,C_IMMFMINL2F,C_IMMFMINL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  maximum,  L2",,"For Missing data, see Flag Variable (C_IMMFMAXL2F) for Missing Reason",,C_IMMFMAXL2,bmff_max_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] maximum,  L2",,,,C_IMMFMAXL2F,C_IMMFMAXL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  skew, L2",,"For Missing data, see Flag Variable (C_IMMFSKWL2F) for Missing Reason",,C_IMMFSKWL2,bmff_skew_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] skew, L2",,,,C_IMMFSKWL2F,C_IMMFSKWL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  kurtosis, L2",,"For Missing data, see Flag Variable (C_IMMFKTSL2F) for Missing Reason",,C_IMMFKTSL2,bmff_kurtosis_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] kurtosis, L2",,,,C_IMMFKTSL2F,C_IMMFKTSL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  vertebral body - number slices segmented, L2",,"For Missing data, see Flag Variable (C_IMMFSEGL2F) for Missing Reason",,C_IMMFSEGL2,vb_nslicessegmented_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] vertebral body - number slices segmented, L2",,,,C_IMMFSEGL2F,C_IMMFSEGL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  number voxels, L2",,"For Missing data, see Flag Variable (C_IMMFVOXL2F) for Missing Reason",,C_IMMFVOXL2,vb_nvoxels_l2,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] number voxels, L2",,,,C_IMMFVOXL2F,C_IMMFVOXL2F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  mean, L3",,"For Missing data, see Flag Variable (C_IMMFAVGL3F) for Missing Reason",,C_IMMFAVGL3,bmff_mean_l3,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] mean, L3",,,,C_IMMFAVGL3F,C_IMMFAVGL3F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  standard deviation, L3",,"For Missing data, see Flag Variable (C_IMMFSDL3F) for Missing Reason",,C_IMMFSDL3,bmff_sd_l3,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] standard deviation, L3",,,,C_IMMFSDL3F,C_IMMFSDL3F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  median, L3",,"For Missing data, see Flag Variable (C_IMMFMEDL3F) for Missing Reason",,C_IMMFMEDL3,bmff_median_l3,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology / Imaging (IM)","MARROW FAT:  [FLAG VARIABLE, Reason for Missing Data] median, L3",,,,C_IMMFMEDL3F,C_IMMFMEDL3F,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
"Pathophysiology/Imaging ","MARROW FAT:  IQR, L3",,"For Missing data, see Flag Variable (C_IMMFIQRL3F) for Missing Reason",,C_IMMFIQRL3,bmff_iqr_l3,Num/8,"Post-processing data",NA,BEST12.,"0, ?",NA,NA,"Internal note: As of the Jan 2024 transfer, this data is only for baseline.  F/U data is not available yet",,,
